DE Electricity Market,market_price_2019,market_price_2020,market_price_2021,market_price_2022,market_price_2023,market_price_2024,market_price_2025
2025-04-19 01:00:00,32.54,13.71,58.09,97.54,97.54,60.83,80.01
2025-04-19 02:00:00,31.71,12.12,58.08,99.92,99.92,50.53,84.45
2025-04-19 03:00:00,30.87,9.3,56.09,98.95,98.95,49.47,82.39
2025-04-19 04:00:00,32.07,10.98,57.91,101.33,101.33,47.97,84.98
2025-04-19 05:00:00,33.99,11.31,66.58,105.87,105.87,49.08,90.62
2025-04-19 06:00:00,37.91,11.66,84.9,130.0,130.0,60.12,95.2
2025-04-19 07:00:00,40.5,11.15,98.66,138.96,138.96,69.04,91.67
2025-04-19 08:00:00,43.83,14.01,117.18,139.28,139.28,76.0,83.89
2025-04-19 09:00:00,42.68,12.47,102.78,118.83,118.83,68.3,76.43
2025-04-19 10:00:00,37.96,10.88,89.19,90.39,90.39,60.2,29.99
2025-04-19 11:00:00,34.32,8.39,75.12,64.68,64.68,56.08,4.54
2025-04-19 12:00:00,25.47,9.21,66.5,29.6,29.6,50.91,0.0
2025-04-19 13:00:00,5.36,0.03,60.4,5.29,5.29,47.0,-3.01
2025-04-19 14:00:00,5.02,-18.5,59.63,0.09,0.09,44.94,-7.26
2025-04-19 15:00:00,20.85,-26.0,60.14,2.71,2.71,44.56,-0.86
2025-04-19 16:00:00,27.48,-11.84,59.64,22.74,22.74,50.91,0.2
2025-04-19 17:00:00,35.3,4.99,69.98,72.31,72.31,58.77,64.01
2025-04-19 18:00:00,41.94,11.2,85.04,94.79,94.79,63.49,102.77
2025-04-19 19:00:00,43.68,15.42,99.41,119.69,119.69,65.32,126.84
2025-04-19 20:00:00,43.2,15.59,100.0,130.73,130.73,66.28,142.71
2025-04-19 21:00:00,44.09,12.73,89.5,122.82,122.82,66.2,127.36
2025-04-19 22:00:00,43.88,12.34,73.76,109.9,109.9,65.27,109.55
2025-04-19 23:00:00,41.62,10.19,64.66,101.66,101.66,63.15,98.27
2025-04-20 00:00:00,33.87,4.43,64.54,100.19,100.19,60.24,100.41
2025-04-20 01:00:00,31.57,4.38,62.61,94.35,94.35,57.97,94.9
2025-04-20 02:00:00,30.0,3.69,62.53,96.76,96.76,57.33,98.98
2025-04-20 03:00:00,30.02,0.66,63.92,94.98,94.98,57.75,97.41
2025-04-20 04:00:00,31.5,0.03,68.61,97.18,97.18,61.04,98.83
2025-04-20 05:00:00,34.87,4.78,71.94,102.78,102.78,62.83,108.64
2025-04-20 06:00:00,38.15,18.0,85.43,127.97,127.97,63.92,109.38
2025-04-20 07:00:00,38.6,22.82,99.05,144.48,144.48,67.98,94.32
2025-04-20 08:00:00,37.34,22.93,110.41,144.7,144.7,65.04,68.6
2025-04-20 09:00:00,37.7,16.07,92.0,130.07,130.07,59.9,18.63
2025-04-20 10:00:00,31.03,11.72,69.53,107.97,107.97,50.05,0.0
2025-04-20 11:00:00,28.38,5.46,62.27,96.94,96.94,38.43,-5.72
2025-04-20 12:00:00,26.91,-4.98,60.46,94.23,94.23,28.97,-34.99
2025-04-20 13:00:00,22.8,-29.7,58.98,89.61,89.61,12.33,-52.42
2025-04-20 14:00:00,21.03,-44.25,57.87,88.71,88.71,10.55,-40.05
2025-04-20 15:00:00,24.94,-39.49,57.02,86.68,86.68,18.33,-4.76
2025-04-20 16:00:00,27.94,-23.71,58.83,92.09,92.09,37.41,0.0
2025-04-20 17:00:00,38.03,4.01,69.88,103.76,103.76,62.83,72.42
2025-04-20 18:00:00,44.91,16.38,84.98,128.99,128.99,78.9,106.81
2025-04-20 19:00:00,46.92,17.81,100.0,142.1,142.1,89.61,119.94
2025-04-20 20:00:00,44.61,18.38,101.73,146.45,146.45,97.04,144.95
2025-04-20 21:00:00,43.41,14.05,93.92,134.57,134.57,90.31,137.56
2025-04-20 22:00:00,42.5,10.28,86.91,129.18,129.18,86.07,121.82
2025-04-20 23:00:00,41.37,4.85,75.0,106.21,106.21,82.9,110.68
2025-04-21 00:00:00,36.95,4.65,66.75,98.42,98.42,81.85,108.58
2025-04-21 01:00:00,34.02,4.31,63.08,91.88,91.88,70.59,97.59
2025-04-21 02:00:00,31.29,3.69,62.24,91.01,91.01,69.53,96.47
2025-04-21 03:00:00,31.32,-0.59,61.17,92.98,92.98,64.4,96.84
2025-04-21 04:00:00,33.22,3.72,62.4,92.6,92.6,63.88,97.98
2025-04-21 05:00:00,33.1,4.73,63.19,95.23,95.23,63.62,98.54
2025-04-21 06:00:00,34.28,10.0,81.01,120.92,120.92,64.43,97.07
2025-04-21 07:00:00,34.02,16.13,87.61,135.0,135.0,60.53,91.31
2025-04-21 08:00:00,34.0,16.52,76.24,134.5,134.5,60.88,88.5
2025-04-21 09:00:00,32.23,7.92,59.14,106.25,106.25,55.38,87.99
2025-04-21 10:00:00,29.1,-19.21,51.68,90.0,90.0,32.99,65.24
2025-04-21 11:00:00,29.05,-69.05,57.81,77.43,77.43,36.96,33.88
2025-04-21 12:00:00,27.47,-79.74,49.39,28.35,28.35,6.06,17.19
2025-04-21 13:00:00,10.0,-80.09,46.87,0.09,0.09,0.28,8.91
2025-04-21 14:00:00,6.27,-83.94,43.36,0.05,0.05,-0.9,8.43
2025-04-21 15:00:00,9.7,-80.02,41.62,5.29,5.29,0.75,10.01
2025-04-21 16:00:00,22.4,-78.09,33.38,58.57,58.57,6.01,50.05
2025-04-21 17:00:00,31.88,-23.12,42.06,90.07,90.07,58.22,88.77
2025-04-21 18:00:00,41.85,5.53,53.64,123.0,123.0,74.6,101.95
2025-04-21 19:00:00,46.23,10.99,73.61,140.57,140.57,89.36,121.95
2025-04-21 20:00:00,46.08,10.99,78.02,143.88,143.88,95.26,139.14
2025-04-21 21:00:00,44.16,11.17,69.9,126.22,126.22,91.07,132.1
2025-04-21 22:00:00,41.38,7.6,62.35,106.03,106.03,89.41,122.77
2025-04-21 23:00:00,38.34,8.31,50.49,99.06,99.06,88.46,106.54
2025-04-22 00:00:00,27.79,4.39,46.74,99.04,99.04,78.97,96.21
2025-04-22 01:00:00,19.18,4.12,46.79,95.19,95.19,78.05,88.8
2025-04-22 02:00:00,13.0,3.5,44.35,92.1,92.1,78.44,87.4
2025-04-22 03:00:00,10.01,4.14,46.78,92.95,92.95,79.92,85.01
2025-04-22 04:00:00,5.51,4.57,47.21,91.29,91.29,79.79,84.58
2025-04-22 05:00:00,14.82,6.0,50.0,95.99,95.99,87.5,97.39
2025-04-22 06:00:00,5.14,14.92,66.73,99.82,99.82,105.9,120.76
2025-04-22 07:00:00,3.46,23.39,82.57,102.58,102.58,130.79,151.54
2025-04-22 08:00:00,16.93,19.81,59.34,99.1,99.1,117.46,147.0
2025-04-22 09:00:00,6.45,10.57,42.72,86.0,86.0,97.05,111.88
2025-04-22 10:00:00,-5.26,6.77,35.63,76.41,76.41,81.86,95.2
2025-04-22 11:00:00,-54.91,6.1,28.97,45.06,45.06,81.24,89.97
2025-04-22 12:00:00,-62.08,-0.56,17.67,26.2,26.2,77.05,79.92
2025-04-22 13:00:00,-77.31,-24.97,0.07,10.02,10.02,73.67,67.66
2025-04-22 14:00:00,-83.01,-29.98,0.06,5.62,5.62,74.17,71.47
2025-04-22 15:00:00,-79.97,-5.76,1.53,29.95,29.95,78.48,78.45
2025-04-22 16:00:00,-68.75,4.07,15.95,76.68,76.68,81.57,83.07
2025-04-22 17:00:00,-43.07,8.59,46.72,95.0,95.0,96.79,100.04
2025-04-22 18:00:00,-0.39,18.05,51.57,112.97,112.97,118.2,122.38
2025-04-22 19:00:00,15.06,24.57,77.73,131.84,131.84,164.05,192.32
2025-04-22 20:00:00,17.03,25.54,84.42,130.22,130.22,170.96,263.2
2025-04-22 21:00:00,2.98,22.19,78.25,127.0,127.0,130.05,157.28
2025-04-22 22:00:00,0.03,20.01,66.75,105.0,105.0,105.77,122.28
2025-04-22 23:00:00,-18.85,19.0,63.1,101.18,101.18,96.99,109.6
2025-04-23 00:00:00,-1.72,20.1,66.73,105.1,105.1,88.32,106.72
2025-04-23 01:00:00,-6.95,19.68,58.4,97.31,97.31,86.69,99.4
2025-04-23 02:00:00,-9.64,18.38,57.48,94.97,94.97,85.95,96.84
2025-04-23 03:00:00,-11.03,20.07,57.9,89.39,89.39,85.42,96.7
2025-04-23 04:00:00,-9.56,20.6,57.48,86.63,86.63,86.35,101.2
2025-04-23 05:00:00,6.84,22.34,67.0,88.74,88.74,97.69,108.23
2025-04-23 06:00:00,29.45,33.7,77.0,89.88,89.88,121.4,137.09
2025-04-23 07:00:00,38.82,42.03,83.73,93.78,93.78,181.26,152.0
2025-04-23 08:00:00,38.53,38.48,83.16,93.43,93.43,136.28,128.84
2025-04-23 09:00:00,27.91,23.72,63.89,90.41,90.41,98.38,100.0
2025-04-23 10:00:00,16.47,18.18,54.38,79.33,79.33,82.87,92.0
2025-04-23 11:00:00,0.03,17.4,50.84,48.16,48.16,77.26,94.39
2025-04-23 12:00:00,-9.98,16.95,46.72,35.5,35.5,77.46,81.04
2025-04-23 13:00:00,-9.97,16.63,43.52,10.02,10.02,79.38,80.29
2025-04-23 14:00:00,-4.49,14.95,38.73,4.88,4.88,78.62,88.0
2025-04-23 15:00:00,0.13,14.97,40.06,34.71,34.71,80.02,92.35
2025-04-23 16:00:00,13.08,18.11,45.29,64.15,64.15,83.02,99.05
2025-04-23 17:00:00,31.56,25.07,51.36,100.25,100.25,89.97,108.28
2025-04-23 18:00:00,38.58,34.51,64.0,125.74,125.74,102.4,128.9
2025-04-23 19:00:00,41.11,58.95,78.02,138.14,138.14,123.01,155.97
2025-04-23 20:00:00,40.68,69.68,81.02,137.13,137.13,125.07,148.67
2025-04-23 21:00:00,36.37,38.62,78.33,125.02,125.02,105.1,126.11
2025-04-23 22:00:00,30.09,34.43,70.9,116.95,116.95,92.73,108.2
2025-04-23 23:00:00,27.72,28.6,65.69,109.6,109.6,81.55,97.15
2025-04-24 00:00:00,24.97,23.87,68.51,87.7,87.7,81.8,94.17
2025-04-24 01:00:00,24.57,21.63,64.5,83.58,83.58,77.97,88.3
2025-04-24 02:00:00,22.07,21.54,61.4,82.09,82.09,77.16,86.7
2025-04-24 03:00:00,17.95,21.54,56.86,76.4,76.4,74.86,85.65
2025-04-24 04:00:00,25.01,20.93,54.89,75.08,75.08,77.37,84.35
2025-04-24 05:00:00,27.53,22.0,54.55,86.55,86.55,81.83,90.93
2025-04-24 06:00:00,40.1,26.69,57.95,114.6,114.6,101.66,110.34
2025-04-24 07:00:00,43.18,35.85,57.51,133.8,133.8,128.17,118.51
2025-04-24 08:00:00,43.85,31.0,55.75,135.0,135.0,107.07,117.65
2025-04-24 09:00:00,41.97,21.84,54.68,126.92,126.92,91.81,108.91
2025-04-24 10:00:00,38.85,20.0,50.0,110.81,110.81,90.74,96.67
2025-04-24 11:00:00,34.43,18.45,47.96,108.01,108.01,88.35,93.55
2025-04-24 12:00:00,29.99,16.15,43.9,98.07,98.07,82.6,81.56
2025-04-24 13:00:00,32.52,14.55,32.84,94.9,94.9,80.09,78.95
2025-04-24 14:00:00,31.6,12.02,20.24,87.0,87.0,76.53,78.04
2025-04-24 15:00:00,31.18,10.0,19.51,84.91,84.91,80.71,78.72
2025-04-24 16:00:00,34.02,11.81,28.18,85.89,85.89,81.12,83.37
2025-04-24 17:00:00,40.98,15.62,48.46,97.61,97.61,86.6,95.36
2025-04-24 18:00:00,46.15,19.97,56.96,117.41,117.41,101.54,101.02
2025-04-24 19:00:00,46.03,22.27,67.65,134.57,134.57,135.2,114.64
2025-04-24 20:00:00,44.36,22.5,73.43,135.97,135.97,143.44,121.61
2025-04-24 21:00:00,42.42,21.98,68.56,132.13,132.13,121.16,114.48
2025-04-24 22:00:00,38.1,23.0,67.15,120.23,120.23,105.31,106.53
2025-04-24 23:00:00,31.0,20.4,58.42,101.25,101.25,90.21,93.1
2025-04-25 00:00:00,28.12,12.9,50.82,96.41,96.41,83.5,91.03
2025-04-25 01:00:00,26.1,9.07,48.55,95.27,95.27,80.0,82.92
2025-04-25 02:00:00,27.22,12.61,48.71,93.63,93.63,77.37,82.23
2025-04-25 03:00:00,28.65,14.42,48.3,92.02,92.02,76.05,83.4
2025-04-25 04:00:00,31.3,14.48,48.03,91.82,91.82,75.24,84.95
2025-04-25 05:00:00,37.89,14.03,47.32,97.41,97.41,84.02,94.64
2025-04-25 06:00:00,44.13,14.88,44.76,121.6,121.6,102.44,104.41
2025-04-25 07:00:00,50.82,15.09,43.8,134.1,134.1,129.05,113.39
2025-04-25 08:00:00,48.21,18.7,43.48,134.93,134.93,112.71,111.0
2025-04-25 09:00:00,44.41,16.63,37.21,109.76,109.76,92.1,99.41
2025-04-25 10:00:00,41.26,16.03,17.8,96.24,96.24,80.01,88.17
2025-04-25 11:00:00,37.65,16.3,15.5,85.07,85.07,78.2,75.45
2025-04-25 12:00:00,35.22,15.08,15.32,78.56,78.56,73.92,66.61
2025-04-25 13:00:00,32.0,12.25,1.61,73.11,73.11,68.67,48.03
2025-04-25 14:00:00,30.51,7.76,-6.94,64.48,64.48,66.41,40.99
2025-04-25 15:00:00,31.36,7.99,-3.29,64.69,64.69,69.32,59.47
2025-04-25 16:00:00,34.77,10.07,0.11,74.18,74.18,72.81,73.04
2025-04-25 17:00:00,41.21,16.62,18.91,83.73,83.73,79.88,84.19
2025-04-25 18:00:00,46.22,23.51,54.7,101.23,101.23,95.17,99.43
2025-04-25 19:00:00,57.49,26.7,65.93,132.12,132.12,141.09,115.99
2025-04-25 20:00:00,59.9,32.0,67.88,144.16,144.16,152.29,123.78
2025-04-25 21:00:00,47.78,29.77,66.0,133.53,133.53,113.71,109.63
2025-04-25 22:00:00,42.21,25.69,64.98,124.6,124.6,91.35,100.37
2025-04-25 23:00:00,39.04,22.11,59.98,101.26,101.26,79.74,92.09
2025-04-26 00:00:00,37.0,22.3,52.5,95.48,95.48,79.87,100.0
2025-04-26 01:00:00,35.0,19.79,51.14,93.25,93.25,74.0,92.19
2025-04-26 02:00:00,33.53,20.76,52.51,94.2,94.2,74.7,91.02
2025-04-26 03:00:00,34.88,21.06,51.1,92.3,92.3,74.07,89.66
2025-04-26 04:00:00,36.48,22.23,51.17,93.33,93.33,77.1,89.01
2025-04-26 05:00:00,39.52,21.95,57.06,100.59,100.59,83.69,90.86
2025-04-26 06:00:00,45.48,18.81,74.96,125.16,125.16,93.5,93.01
2025-04-26 07:00:00,53.6,18.09,81.96,139.91,139.91,104.06,86.33
2025-04-26 08:00:00,56.38,16.06,83.85,129.97,129.97,96.06,72.19
2025-04-26 09:00:00,52.94,15.01,74.23,95.21,95.21,81.08,34.45
2025-04-26 10:00:00,49.93,13.0,52.55,88.23,88.23,77.81,2.55
2025-04-26 11:00:00,46.94,14.38,51.07,95.4,95.4,72.95,-0.01
2025-04-26 12:00:00,43.96,15.0,50.12,94.27,94.27,70.35,-7.63
2025-04-26 13:00:00,42.16,11.9,48.99,94.54,94.54,68.74,-14.85
2025-04-26 14:00:00,40.35,5.56,48.34,94.37,94.37,65.37,-10.77
2025-04-26 15:00:00,40.51,6.93,49.14,92.85,92.85,69.92,-2.19
2025-04-26 16:00:00,41.46,12.42,50.73,98.2,98.2,71.7,-0.02
2025-04-26 17:00:00,45.72,16.15,60.97,112.19,112.19,80.46,30.99
2025-04-26 18:00:00,45.0,24.82,73.85,127.88,127.88,94.78,79.0
2025-04-26 19:00:00,49.06,27.97,79.67,148.11,148.11,131.9,99.81
2025-04-26 20:00:00,49.66,31.84,81.02,154.97,154.97,141.58,107.4
2025-04-26 21:00:00,46.41,27.49,75.05,146.12,146.12,110.0,96.85
2025-04-26 22:00:00,41.97,26.06,70.69,130.0,130.0,92.71,85.26
2025-04-26 23:00:00,37.05,23.76,63.49,120.77,120.77,88.26,72.31
2025-04-27 00:00:00,32.02,20.84,53.62,107.12,107.12,90.29,67.71
2025-04-27 01:00:00,30.1,21.11,52.02,100.58,100.58,88.9,62.91
2025-04-27 02:00:00,29.05,19.08,51.53,98.0,98.0,86.59,57.96
2025-04-27 03:00:00,28.04,19.34,50.32,96.46,96.46,89.03,59.12
2025-04-27 04:00:00,27.43,20.23,51.2,97.42,97.42,87.69,61.94
2025-04-27 05:00:00,26.76,21.61,55.06,107.19,107.19,85.68,69.05
2025-04-27 06:00:00,27.02,25.95,75.59,126.1,126.1,86.08,69.14
2025-04-27 07:00:00,31.99,28.0,82.94,142.79,142.79,79.04,63.72
2025-04-27 08:00:00,37.22,25.9,81.7,135.61,135.61,68.65,34.95
2025-04-27 09:00:00,35.41,21.99,67.05,108.53,108.53,59.07,0.04
2025-04-27 10:00:00,32.69,21.17,50.93,94.64,94.64,36.02,-3.0
2025-04-27 11:00:00,31.99,20.64,49.98,94.19,94.19,8.43,-33.88
2025-04-27 12:00:00,30.48,21.92,48.4,92.78,92.78,0.03,-101.04
2025-04-27 13:00:00,27.9,20.39,46.41,90.97,90.97,-0.06,-129.81
2025-04-27 14:00:00,24.95,19.85,45.79,92.55,92.55,0.0,-116.61
2025-04-27 15:00:00,27.82,18.42,47.22,94.64,94.64,0.0,-50.0
2025-04-27 16:00:00,30.98,18.4,49.06,96.28,96.28,19.95,-5.17
2025-04-27 17:00:00,33.1,24.92,54.23,102.35,102.35,62.18,18.35
2025-04-27 18:00:00,38.02,32.96,72.55,125.98,125.98,86.18,91.98
2025-04-27 19:00:00,39.92,48.31,80.35,153.85,153.85,119.9,110.83
2025-04-27 20:00:00,39.25,45.56,80.87,163.57,163.57,112.27,124.23
2025-04-27 21:00:00,37.63,38.56,69.91,141.5,141.5,85.0,109.24
2025-04-27 22:00:00,36.36,32.1,57.23,125.42,125.42,75.9,99.0
2025-04-27 23:00:00,31.57,24.74,54.36,101.54,101.54,65.23,93.77
2025-04-28 00:00:00,31.24,22.21,56.42,102.03,102.03,56.39,92.24
2025-04-28 01:00:00,29.05,20.27,54.37,92.97,92.97,46.14,86.49
2025-04-28 02:00:00,30.0,20.42,53.27,90.35,90.35,39.6,83.1
2025-04-28 03:00:00,29.0,20.16,53.57,92.68,92.68,31.55,85.41
2025-04-28 04:00:00,29.53,20.61,54.17,92.91,92.91,27.6,91.19
2025-04-28 05:00:00,29.96,21.94,55.7,95.85,95.85,26.05,99.49
2025-04-28 06:00:00,30.71,25.94,71.98,113.77,113.77,9.92,140.0
2025-04-28 07:00:00,31.66,27.94,81.48,123.82,123.82,0.1,131.09
2025-04-28 08:00:00,32.05,28.72,85.57,126.81,126.81,-0.07,96.85
2025-04-28 09:00:00,34.41,27.95,69.99,120.69,120.69,-1.02,67.37
2025-04-28 10:00:00,34.48,26.16,54.47,113.18,113.18,-16.63,10.03
2025-04-28 11:00:00,35.53,25.83,51.49,106.17,106.17,-36.72,-0.01
2025-04-28 12:00:00,32.6,24.93,49.55,102.05,102.05,-60.05,-4.02
2025-04-28 13:00:00,31.44,24.06,49.45,93.09,93.09,-60.09,-5.9
2025-04-28 14:00:00,30.4,24.89,50.84,90.19,90.19,-65.06,-6.18
2025-04-28 15:00:00,29.77,24.85,54.3,89.0,89.0,-52.43,-1.54
2025-04-28 16:00:00,31.74,24.81,55.96,90.61,90.61,-23.45,2.01
2025-04-28 17:00:00,35.51,27.18,65.71,100.24,100.24,-0.02,71.83
2025-04-28 18:00:00,41.68,28.74,71.34,115.7,115.7,25.38,101.92
2025-04-28 19:00:00,45.32,31.28,77.99,120.04,120.04,69.36,149.9
2025-04-28 20:00:00,47.75,29.99,77.12,125.4,125.4,77.45,194.81
2025-04-28 21:00:00,46.07,27.44,68.03,124.34,124.34,78.56,128.83
2025-04-28 22:00:00,47.76,24.09,64.29,116.71,116.71,72.21,106.24
2025-04-28 23:00:00,44.56,21.03,54.21,105.48,105.48,66.94,96.83
2025-04-29 00:00:00,38.53,19.04,52.59,115.59,115.59,63.15,90.64
2025-04-29 01:00:00,36.22,17.58,53.36,108.56,108.56,60.05,86.86
2025-04-29 02:00:00,35.57,17.09,52.89,106.1,106.1,58.93,81.76
2025-04-29 03:00:00,35.01,17.11,52.07,105.0,105.0,62.46,79.17
2025-04-29 04:00:00,34.18,18.04,52.04,101.24,101.24,76.82,80.03
2025-04-29 05:00:00,36.57,20.91,53.76,102.75,102.75,85.18,90.57
2025-04-29 06:00:00,46.82,24.28,66.62,103.24,103.24,102.38,107.0
2025-04-29 07:00:00,52.77,27.09,79.9,109.4,109.4,117.95,113.13
2025-04-29 08:00:00,56.71,30.57,85.08,115.64,115.64,100.69,99.98
2025-04-29 09:00:00,51.3,30.24,76.9,106.61,106.61,75.17,78.0
2025-04-29 10:00:00,46.99,27.98,63.97,103.59,103.59,59.21,9.31
2025-04-29 11:00:00,45.61,26.0,58.5,92.87,92.87,36.46,0.0
2025-04-29 12:00:00,44.06,23.49,55.17,82.23,82.23,36.18,-0.76
2025-04-29 13:00:00,43.0,19.08,49.36,78.96,78.96,35.59,-1.9
2025-04-29 14:00:00,40.67,18.0,46.7,66.2,66.2,33.63,-1.67
2025-04-29 15:00:00,39.41,17.7,45.0,69.05,69.05,35.57,-0.01
2025-04-29 16:00:00,39.9,19.01,47.4,80.0,80.0,47.68,14.82
2025-04-29 17:00:00,42.4,21.59,49.46,85.0,85.0,85.75,77.6
2025-04-29 18:00:00,44.97,26.46,56.61,100.1,100.1,104.73,102.0
2025-04-29 19:00:00,47.08,28.7,75.4,118.36,118.36,180.04,139.83
2025-04-29 20:00:00,47.81,30.85,73.96,119.45,119.45,204.57,174.75
2025-04-29 21:00:00,46.81,27.81,69.55,120.0,120.0,108.55,129.11
2025-04-29 22:00:00,44.86,23.69,56.56,115.57,115.57,87.29,108.83
2025-04-29 23:00:00,38.43,20.96,53.73,110.0,110.0,81.15,97.82
2025-04-30 00:00:00,34.0,17.55,55.77,99.28,99.28,73.76,95.0
2025-04-30 01:00:00,36.07,15.57,56.9,91.09,91.09,66.77,90.0
2025-04-30 02:00:00,35.0,14.05,57.28,88.38,88.38,70.41,87.59
2025-04-30 03:00:00,35.24,13.64,58.94,85.61,85.61,70.0,88.25
2025-04-30 04:00:00,34.44,13.84,60.31,85.52,85.52,70.0,91.4
2025-04-30 05:00:00,37.04,17.4,65.26,88.27,88.27,78.77,95.83
2025-04-30 06:00:00,45.62,21.35,74.0,85.84,85.84,94.95,115.27
2025-04-30 07:00:00,52.14,24.97,81.67,82.0,82.0,101.95,120.3
2025-04-30 08:00:00,60.0,25.11,84.93,75.0,75.0,88.46,99.9
2025-04-30 09:00:00,51.47,23.46,78.29,50.0,50.0,77.0,76.7
2025-04-30 10:00:00,47.43,21.89,76.51,27.7,27.7,62.06,7.08
2025-04-30 11:00:00,44.85,21.02,73.58,5.64,5.64,47.1,0.0
2025-04-30 12:00:00,40.85,14.81,67.04,-2.55,-2.55,28.05,-1.0
2025-04-30 13:00:00,36.49,9.25,61.77,-5.33,-5.33,11.3,-6.21
2025-04-30 14:00:00,34.98,10.22,59.92,-3.08,-3.08,10.0,-3.0
2025-04-30 15:00:00,34.94,13.45,58.9,1.19,1.19,19.14,-0.02
2025-04-30 16:00:00,35.34,17.75,60.41,14.0,14.0,45.84,19.91
2025-04-30 17:00:00,41.3,23.41,69.64,70.57,70.57,66.95,78.39
2025-04-30 18:00:00,47.09,27.13,75.55,106.96,106.96,86.2,101.8
2025-04-30 19:00:00,54.4,34.74,79.06,121.16,121.16,122.01,130.37
2025-04-30 20:00:00,51.76,34.66,80.96,123.6,123.6,132.41,176.43
2025-04-30 21:00:00,48.71,29.02,78.71,122.2,122.2,88.37,128.0
2025-04-30 22:00:00,46.28,22.04,75.23,117.12,117.12,77.97,108.33
2025-04-30 23:00:00,43.41,13.77,68.86,108.71,108.71,75.69,98.68
2025-05-01 00:00:00,38.0,5.5,69.29,109.9,109.9,66.81,97.51
2025-05-01 01:00:00,35.2,5.35,64.6,99.9,99.9,55.09,91.78
2025-05-01 02:00:00,32.64,3.82,61.08,95.49,95.49,50.31,90.46
2025-05-01 03:00:00,31.16,2.63,59.93,89.98,89.98,43.99,90.63
2025-05-01 04:00:00,29.56,1.56,59.9,87.29,87.29,47.81,90.5
2025-05-01 05:00:00,29.72,2.46,58.0,88.0,88.0,44.69,84.16
2025-05-01 06:00:00,27.51,2.54,52.54,87.16,87.16,42.48,83.94
2025-05-01 07:00:00,27.6,1.5,53.94,84.2,84.2,28.08,78.04
2025-05-01 08:00:00,30.9,-1.57,57.38,83.14,83.14,8.45,62.1
2025-05-01 09:00:00,29.4,-2.43,56.21,84.04,84.04,0.01,0.0
2025-05-01 10:00:00,28.88,-2.89,54.7,74.29,74.29,-0.97,-3.0
2025-05-01 11:00:00,28.65,-2.47,53.39,67.99,67.99,-40.05,-40.1
2025-05-01 12:00:00,21.12,0.35,53.13,54.63,54.63,-91.9,-85.01
2025-05-01 13:00:00,4.9,-2.04,51.05,34.69,34.69,-120.0,-129.99
2025-05-01 14:00:00,-2.46,-2.06,48.24,29.99,29.99,-120.07,-118.11
2025-05-01 15:00:00,-2.82,-0.04,45.53,41.19,41.19,-79.98,-49.99
2025-05-01 16:00:00,1.98,1.95,48.98,76.25,76.25,-30.01,-5.17
2025-05-01 17:00:00,19.61,7.88,50.47,95.58,95.58,-1.14,40.77
2025-05-01 18:00:00,29.65,18.99,54.4,116.37,116.37,15.32,96.14
2025-05-01 19:00:00,34.51,23.5,61.01,124.64,124.64,50.4,129.87
2025-05-01 20:00:00,37.25,28.43,68.69,125.8,125.8,50.0,164.38
2025-05-01 21:00:00,33.2,26.88,65.06,121.72,121.72,34.01,122.45
2025-05-01 22:00:00,35.18,20.91,60.34,117.9,117.9,29.92,100.73
2025-05-01 23:00:00,29.96,16.0,52.58,111.04,111.04,22.0,87.1
2025-05-02 00:00:00,31.18,12.2,55.67,98.48,98.48,14.56,89.92
2025-05-02 01:00:00,27.67,10.0,52.09,85.6,85.6,10.94,77.12
2025-05-02 02:00:00,27.21,10.0,50.46,83.3,83.3,10.0,66.9
2025-05-02 03:00:00,25.71,8.0,49.03,80.9,80.9,7.8,63.91
2025-05-02 04:00:00,26.97,8.0,49.43,81.22,81.22,10.63,66.0
2025-05-02 05:00:00,31.93,8.0,49.17,90.39,90.39,32.06,74.01
2025-05-02 06:00:00,41.75,7.2,48.21,111.06,111.06,72.72,86.83
2025-05-02 07:00:00,45.52,8.0,49.39,127.45,127.45,78.28,88.55
2025-05-02 08:00:00,47.18,10.3,50.76,135.17,135.17,62.9,84.9
2025-05-02 09:00:00,43.3,10.55,48.08,122.99,122.99,31.45,55.0
2025-05-02 10:00:00,39.7,10.7,46.18,115.69,115.69,5.1,0.85
2025-05-02 11:00:00,37.32,11.28,46.13,108.96,108.96,-0.08,-0.01
2025-05-02 12:00:00,31.42,10.01,43.91,98.46,98.46,-1.73,-0.8
2025-05-02 13:00:00,31.9,7.35,16.93,92.76,92.76,-4.19,-3.0
2025-05-02 14:00:00,34.32,5.65,3.0,86.32,86.32,-0.05,-4.0
2025-05-02 15:00:00,37.0,5.25,0.01,81.97,81.97,-1.39,-0.08
2025-05-02 16:00:00,37.48,5.66,2.62,87.2,87.2,4.04,0.3
2025-05-02 17:00:00,40.41,8.5,35.77,94.43,94.43,55.16,67.5
2025-05-02 18:00:00,45.98,17.93,50.52,117.38,117.38,81.22,99.9
2025-05-02 19:00:00,47.18,25.51,55.9,130.0,130.0,87.96,118.39
2025-05-02 20:00:00,47.38,28.04,67.11,142.86,142.86,85.14,150.4
2025-05-02 21:00:00,45.66,26.37,66.49,133.69,133.69,82.31,121.24
2025-05-02 22:00:00,44.72,24.38,61.68,124.02,124.02,78.21,106.72
2025-05-02 23:00:00,41.71,20.49,52.89,116.13,116.13,71.02,96.44
2025-05-03 00:00:00,33.29,18.0,54.32,107.65,107.65,61.9,97.81
